calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00250,PX51,B18T,1.8,4,168.0,150.7,253.1,3.682,FM-4.0,173,106.4,E75856,2024-06-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00251,PX57,V30T,3.0,6,211.5,288.4,565.6,3.114,FM-6.3,213,114.6,B24A78,2024-05-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00252,PX36,B18T,1.8,4,145.5,171.9,271.3,3.928,FM-12.6,156,112.3,CE1510,2025-01-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00253,PX25,V35H,3.5,6,125.9,363.2,555.1,3.867,FM-10.2,140,111.2,466FF6,2026-05-20,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00254,PX86,B20T,2.0,4,168.4,200.4,341.2,3.842,FM-9.2,182,110.5,C4F7BD,2024-09-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00255,PX55,B18T,1.8,4,93.9,171.5,286.4,3.347,FM-5.3,156,108.6,91AC99,2026-03-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00256,PX58,V50D,5.0,8,165.3,413.2,924.7,3.485,FM-8.5,242,112.7,D505FF,2025-07-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00257,PX78,V35H,3.5,6,101.6,291.8,647.9,3.504,FM-3.6,109,109.4,4F01FE,2024-04-25,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00258,PX67,V30T,3.0,6,129.8,329.9,497.3,3.767,FM-3.2,212,117.9,53FAC5,2024-05-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00259,PX92,V35H,3.5,6,80.4,282.5,646.0,3.067,FM-12.4,117,120.5,6FAD03,2025-03-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00260,PX24,V35H,3.5,6,80.4,299.2,540.9,3.691,FM-4.4,90,117.4,860E48,2024-03-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00261,PX84,V50D,5.0,8,137.5,391.6,657.6,3.213,FM-11.4,271,112.7,3E8428,2026-01-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00262,PX40,V35H,3.5,6,100.9,325.7,508.8,3.717,FM-13.4,55,114.2,2A8898,2024-11-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00263,PX29,B18T,1.8,4,111.8,154.4,255.0,3.962,FM-7.4,165,109.5,49ABCE,2024-11-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00264,PX83,V35H,3.5,6,147.5,383.9,564.0,3.889,FM-10.0,82,108.7,F0C0D2,2025-10-31,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00265,PX35,V50D,5.0,8,249.6,398.9,858.9,3.984,FM-4.7,192,118.3,DD63EA,2025-02-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00266,PX96,B18T,1.8,4,128.5,169.4,304.4,3.666,FM-7.5,119,106.9,0767C5,2024-02-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00267,PX87,V35H,3.5,6,151.8,297.0,610.3,2.943,FM-9.1,101,118.3,4777BF,2026-05-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00268,PX74,B20T,2.0,4,127.3,206.8,355.2,3.398,FM-10.2,156,110.4,A8CF53,2024-09-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00269,PX95,B20T,2.0,4,138.5,228.5,281.0,3.169,FM-11.7,196,113.4,CD84ED,2025-11-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00270,PX73,V50D,5.0,8,249.2,341.2,764.9,3.201,FM-12.0,201,120.0,A07252,2024-04-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00271,PX69,B20T,2.0,4,190.6,183.8,398.3,3.699,FM-10.3,175,113.6,E68C67,2025-08-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00272,PX65,V30T,3.0,6,193.3,220.0,506.7,3.565,FM-9.8,242,113.5,BFA6E6,2025-12-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00273,PX92,V35H,3.5,6,113.9,323.2,718.1,3.741,FM-5.2,62,114.1,68C994,2026-07-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00274,PX65,B20T,2.0,4,208.6,163.8,400.2,3.673,FM-13.4,167,107.8,DA8E9E,2024-03-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00275,PX45,V35H,3.5,6,154.6,344.9,500.9,3.578,FM-9.6,84,113.4,7315FA,2024-07-11,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00276,PX56,V50D,5.0,8,166.8,325.7,773.7,4.164,FM-13.5,282,115.2,E379DE,2024-11-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00277,PX51,V30T,3.0,6,115.0,322.0,612.4,3.777,FM-7.3,233,118.7,D8D2DB,2024-07-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00278,PX97,V35H,3.5,6,75.6,357.0,669.8,3.212,FM-10.4,52,119.7,0B685C,2024-05-31,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00279,PX92,V50D,5.0,8,166.7,307.5,879.5,3.514,FM-3.3,250,125.8,657896,2026-05-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00280,PX23,B18T,1.8,4,104.7,147.2,315.2,3.605,FM-4.0,136,107.9,97E925,2025-04-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00281,PX66,V50D,5.0,8,246.8,292.0,940.8,3.206,FM-10.2,264,124.2,6A9ECF,2025-01-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00282,PX66,V50D,5.0,8,179.0,267.1,821.4,4.098,FM-12.4,248,121.1,FC7BF8,2026-05-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00283,PX93,V30T,3.0,6,200.0,354.3,444.2,2.918,FM-7.2,190,119.6,49212C,2024-09-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00284,PX38,B20T,2.0,4,112.9,215.0,314.8,3.604,FM-11.0,183,112.8,C279B4,2024-05-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00285,PX31,B20T,2.0,4,128.4,155.0,303.9,3.154,FM-9.8,149,107.3,BC2693,2024-04-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00286,PX34,V35H,3.5,6,92.1,249.8,759.3,3.729,FM-5.1,88,114.0,8AF128,2025-01-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00287,PX46,V50D,5.0,8,221.8,338.6,763.4,4.151,FM-8.3,218,121.3,09F5EC,2024-05-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00288,PX30,V50D,5.0,8,245.4,355.0,713.6,3.781,FM-8.2,213,113.4,6DF4BD,2024-01-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00289,PX35,V35H,3.5,6,123.8,358.1,590.8,3.798,FM-5.3,116,114.5,DB9632,2025-02-05,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00290,PX80,V30T,3.0,6,184.3,235.4,528.2,3.573,FM-3.0,231,112.9,562C25,2026-01-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00291,PX96,B20T,2.0,4,145.1,175.9,385.6,4.045,FM-9.0,141,114.3,F0A496,2025-07-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00292,PX85,V50D,5.0,8,142.2,330.5,660.7,4.037,FM-4.6,263,120.4,2BB0C7,2025-07-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00293,PX88,B18T,1.8,4,162.3,113.1,320.8,3.280,FM-8.0,145,113.2,CA5E36,2025-01-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00294,PX56,B18T,1.8,4,112.9,114.4,292.5,3.755,FM-13.8,153,106.1,747258,2026-04-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00295,PX86,B18T,1.8,4,155.0,162.4,221.8,3.950,FM-8.5,134,110.0,A6D8FA,2024-05-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00296,PX50,V30T,3.0,6,153.4,334.6,600.3,3.349,FM-12.8,229,118.4,A4D622,2026-06-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00297,PX30,V30T,3.0,6,144.6,231.1,629.8,3.253,FM-5.2,216,111.4,A558EB,2025-07-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00298,PX85,B20T,2.0,4,177.1,164.3,308.0,3.317,FM-4.4,154,115.0,2AEB75,2024-10-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00299,PX90,B20T,2.0,4,123.3,211.4,419.2,3.998,FM-4.5,178,109.8,9F2F5F,2026-06-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00300,PX24,V50D,5.0,8,140.3,376.3,679.3,4.101,FM-8.5,249,118.2,EE2966,2024-06-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00301,PX69,B18T,1.8,4,175.8,115.7,223.1,3.930,FM-7.3,120,106.3,8B51A6,2025-10-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00302,PX55,B20T,2.0,4,160.7,187.4,369.9,3.539,FM-13.1,150,112.3,C5B9F1,2025-12-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00303,PX54,V50D,5.0,8,209.8,369.9,930.2,3.506,FM-5.4,266,123.7,DDBCDF,2024-08-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00304,PX44,V30T,3.0,6,206.9,351.9,562.6,3.722,FM-9.2,237,110.4,646499,2024-02-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00305,PX42,V50D,5.0,8,185.4,367.9,822.0,4.205,FM-6.3,224,124.2,8DB822,2024-12-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00306,PX58,V35H,3.5,6,110.6,247.7,722.3,3.803,FM-10.5,99,116.3,E6C691,2025-02-09,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00307,PX64,V50D,5.0,8,132.0,425.8,771.3,3.876,FM-11.4,289,123.7,C8D337,2024-03-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00308,PX39,V35H,3.5,6,123.5,343.0,545.5,3.344,FM-8.5,142,112.4,D75E2F,2024-09-02,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00309,PX31,V30T,3.0,6,196.3,330.8,602.8,2.977,FM-13.8,220,115.5,B578E6,2024-11-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00310,PX59,B18T,1.8,4,130.0,113.8,242.3,3.448,FM-3.7,148,110.0,F062E4,2025-02-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00311,PX79,V35H,3.5,6,154.1,312.7,751.8,3.471,FM-3.6,150,108.0,A35622,2025-06-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00312,PX94,B18T,1.8,4,110.7,158.3,319.1,3.364,FM-6.2,119,109.6,7D5830,2026-05-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00313,PX97,B18T,1.8,4,172.7,124.6,236.6,3.457,FM-12.8,173,112.6,4FF0D1,2025-08-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00314,PX51,B20T,2.0,4,154.5,171.2,394.6,3.715,FM-7.3,193,106.4,317FDF,2026-01-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00315,PX72,V35H,3.5,6,156.4,262.6,652.3,3.163,FM-6.4,129,109.5,CD504B,2024-11-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00316,PX30,V30T,3.0,6,144.8,233.4,476.3,2.884,FM-12.6,231,110.5,952812,2025-03-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00317,PX38,V35H,3.5,6,81.7,356.0,603.2,3.805,FM-9.2,163,108.4,1C0FD0,2026-06-22,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00318,PX44,V50D,5.0,8,257.0,376.0,757.2,3.746,FM-6.7,197,119.3,BA3B09,2024-01-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00319,PX25,V30T,3.0,6,155.9,296.9,525.6,3.368,FM-5.0,241,116.6,E409EA,2024-05-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00320,PX96,V35H,3.5,6,96.1,366.3,605.6,3.629,FM-5.0,90,113.2,969828,2025-09-21,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00321,PX58,V35H,3.5,6,71.6,361.6,574.8,3.354,FM-9.8,120,109.9,F3571D,2024-04-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00322,PX32,V30T,3.0,6,177.0,307.9,595.8,2.863,FM-8.0,211,110.8,274903,2025-02-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00323,PX79,V35H,3.5,6,152.2,273.4,518.3,3.799,FM-10.2,84,115.8,4EA2A8,2025-01-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00324,PX29,V35H,3.5,6,158.2,318.8,756.4,3.776,FM-6.7,148,119.0,EDC9B9,2025-04-13,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00325,PX44,V50D,5.0,8,158.7,360.9,926.6,3.291,FM-10.2,234,118.5,B1137C,2024-08-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00326,PX56,B18T,1.8,4,102.2,148.4,232.2,3.616,FM-13.1,148,106.0,798BA8,2025-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00327,PX25,V35H,3.5,6,169.5,258.5,673.7,2.963,FM-10.7,73,111.2,3B8CFF,2025-04-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00328,PX28,B18T,1.8,4,143.7,147.4,252.3,3.456,FM-5.4,171,112.1,598B0C,2025-02-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00329,PX93,B20T,2.0,4,123.7,219.5,409.3,3.963,FM-7.6,168,113.6,EC364E,2024-10-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00330,PX24,B18T,1.8,4,108.2,143.1,325.1,3.392,FM-10.6,134,111.7,938B86,2024-03-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00331,PX20,B20T,2.0,4,104.3,201.7,307.2,3.150,FM-4.7,131,109.9,5691CF,2025-08-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00332,PX53,V30T,3.0,6,179.8,242.4,529.4,3.331,FM-9.5,176,110.5,BC4199,2024-04-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00333,PX25,B18T,1.8,4,156.8,116.5,284.8,3.795,FM-11.1,153,109.5,F46F01,2024-12-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00334,PX65,V35H,3.5,6,166.1,273.3,564.8,2.940,FM-6.3,122,113.6,F0FC80,2024-07-16,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00335,PX43,V50D,5.0,8,188.1,306.3,695.7,3.425,FM-6.2,217,115.9,ADCD60,2024-10-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00336,PX59,V30T,3.0,6,202.6,241.1,534.3,3.572,FM-7.0,209,112.8,662A91,2025-08-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00337,PX48,V50D,5.0,8,148.8,398.6,735.3,4.126,FM-12.7,260,117.3,6CE2D0,2026-01-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00338,PX57,V35H,3.5,6,138.2,236.5,694.2,3.548,FM-12.0,97,115.1,6CEDD7,2025-05-11,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00339,PX93,B20T,2.0,4,105.6,186.8,293.7,3.950,FM-5.4,169,111.8,EA7CA0,2024-08-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00340,PX35,V50D,5.0,8,134.2,329.4,741.2,3.996,FM-8.6,236,121.3,0940AD,2024-11-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00341,PX66,V30T,3.0,6,157.8,355.4,616.5,2.974,FM-8.0,187,113.4,32F09B,2024-11-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00342,PX71,B20T,2.0,4,147.2,139.7,293.5,3.096,FM-10.4,187,114.9,BAD039,2024-12-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00343,PX80,B20T,2.0,4,160.8,223.7,352.1,3.621,FM-7.2,176,111.5,050875,2025-05-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00344,PX46,V50D,5.0,8,212.6,378.6,799.7,3.557,FM-6.1,197,115.1,988062,2026-02-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00345,PX80,V50D,5.0,8,140.3,409.5,692.1,3.356,FM-9.1,288,116.7,1052D4,2024-11-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00346,PX80,V35H,3.5,6,111.6,363.9,734.7,3.024,FM-9.4,152,116.6,0A9E57,2026-05-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00347,PX31,V35H,3.5,6,98.4,316.1,586.0,3.373,FM-13.4,75,119.6,FD0318,2026-04-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00348,PX26,V30T,3.0,6,184.4,295.1,565.0,3.250,FM-3.4,185,113.9,264227,2024-05-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00349,PX50,V35H,3.5,6,155.5,283.7,573.9,3.897,FM-10.5,82,116.0,F6EB42,2026-01-17,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00350,PX51,V30T,3.0,6,112.9,317.0,628.3,3.780,FM-5.0,190,115.0,C29AFD,2024-11-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00351,PX85,V50D,5.0,8,198.6,407.2,781.4,4.113,FM-7.7,196,119.1,E8F015,2025-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00352,PX85,V30T,3.0,6,224.3,331.7,585.7,3.829,FM-10.3,210,112.7,C8EDD1,2025-04-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00353,PX64,V30T,3.0,6,174.0,307.4,603.8,3.638,FM-10.1,246,118.7,0DBC31,2024-04-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00354,PX68,B20T,2.0,4,180.7,168.2,367.8,3.538,FM-5.8,164,115.3,92E4B1,2025-10-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00355,PX58,V50D,5.0,8,176.3,302.9,913.9,3.336,FM-4.1,271,119.0,743B88,2024-03-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00356,PX91,V30T,3.0,6,200.8,337.4,517.3,3.619,FM-6.4,177,115.4,0DF23C,2024-11-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00357,PX75,V35H,3.5,6,71.1,290.6,566.2,3.011,FM-11.2,46,119.7,F685A5,2024-09-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00358,PX96,V30T,3.0,6,209.9,302.2,575.0,3.556,FM-7.0,213,119.4,862F7A,2024-10-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00359,PX36,B20T,2.0,4,150.5,222.0,417.8,3.065,FM-13.5,183,107.8,18AFD3,2025-04-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00360,PX22,B20T,2.0,4,102.2,217.6,334.9,3.792,FM-10.1,196,114.9,1ADADC,2025-06-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00361,PX40,B20T,2.0,4,112.5,151.8,384.2,3.541,FM-6.1,161,113.4,1C5AC2,2026-06-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00362,PX49,V50D,5.0,8,219.5,391.6,706.3,3.583,FM-13.3,274,123.3,96F113,2026-01-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00363,PX23,V35H,3.5,6,156.2,359.6,596.0,3.919,FM-12.6,115,115.3,258A95,2026-05-06,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00364,PX57,V35H,3.5,6,163.5,228.4,693.0,3.412,FM-8.3,52,108.7,F9A56A,2024-04-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00365,PX65,V50D,5.0,8,140.1,327.0,700.4,3.258,FM-6.5,246,125.1,623635,2025-06-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00366,PX93,V30T,3.0,6,149.7,265.1,496.4,3.827,FM-10.7,249,121.0,7E1E28,2025-11-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00367,PX29,V35H,3.5,6,152.7,231.5,590.8,3.108,FM-5.0,109,117.1,9D1AEA,2025-08-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00368,PX76,V50D,5.0,8,181.6,291.6,758.8,3.623,FM-11.2,241,124.4,6C7503,2024-01-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
